APNXId,displayName,dataProvider,DataCost,MinCPM,PercentOfMedia,member_id,provider,code,subtype
952079,Ricoh:Affinity:High,A6,0.15,,,1713,,ra_0ylnPXgiSNCIxtvlKfgdDg_w0roamdeTDapP5TpiLhvpA,
952080,Medical Devices & Equipment:Magnitude:Medium,A6,0.15,,,1713,,rm_QNvNPU2ZSOK7shYQk2-jeA_14y9QztdTgqSaUmEfGzzog,
952081,Literary Classics:Magnitude:Very High,A6,0.15,,,1713,,rm_UNZ9U4okQUWKI2U_M3aoUQ_otF5DbteQPye8DT9TfQqeQ,
952082,Farmers' Markets:Magnitude:Very High,A6,0.15,,,1713,,rm_mQQf-cXNQzSKkFhH-GFMFA_otF5DbteQPye8DT9TfQqeQ,
952083,College Life:Affinity:Very Low,A6,0.15,,,1713,,ra_CG9yMlFgQqGkquSZbOnfnQ_RgDvMKH2Qdy5FnR-k6BEiQ,
952084,Reptiles:Affinity:Very Low,A6,0.15,,,1713,,ra_dK9-ZTF0SIKR3M0RdGNXlA_RgDvMKH2Qdy5FnR-k6BEiQ,
952085,College Life:Affinity:Low,A6,0.15,,,1713,,ra_CG9yMlFgQqGkquSZbOnfnQ_vq9g6QUjSuWWGS4KljFVaA,
952086,Honda:Affinity:Very High,A6,0.15,,,1713,,ra_yYhHf2hIQD2DjAIdMDhuDg_Y7L8SsWjQNaxrPjRChvUjg,
952087,Green Solutions:Affinity:Very High,A6,0.15,,,1713,,ra_UG5ji6-yS7SaEO_HCb6T9Q_Y7L8SsWjQNaxrPjRChvUjg,
952088,Distance Learning:Affinity:High,A6,0.15,,,1713,,ra_iPcDTzbERiSlSXIdlE3ewg_w0roamdeTDapP5TpiLhvpA,
952089,Costumes:Affinity:High,A6,0.15,,,1713,,ra_ugK0GNkISX6fwUUeH-kZ1w_w0roamdeTDapP5TpiLhvpA,
952090,Home Recording:Affinity:Very High,A6,0.15,,,1713,,ra_9Cx9OA8mQPOMyL-loFEloA_Y7L8SsWjQNaxrPjRChvUjg,
952091,Home Furnishings:Magnitude:High,A6,0.15,,,1713,,rm_pyYINEMSRD2Wco7O2xIklA_HbBnfPc-Snun2_8Vz8qNkA,
952092,Self-Employment:Affinity:Very Low,A6,0.15,,,1713,,ra_l-6ZUMX4TC-8gOQrLYwOeQ_RgDvMKH2Qdy5FnR-k6BEiQ,
952093,Cholesterol:Affinity:Very High,A6,0.15,,,1713,,ra_-4NTdPY5TteH4qjgz6xafQ_Y7L8SsWjQNaxrPjRChvUjg,
952094,Chess:Affinity:Very Low,A6,0.15,,,1713,,ra_LB00HrvJT1CjZ63M3pCw-Q_RgDvMKH2Qdy5FnR-k6BEiQ,
952095,United Kingdom:Affinity:Very Low,A6,0.15,,,1713,,ra_XKTtRWt4QM-OdrE-ClMi9A_RgDvMKH2Qdy5FnR-k6BEiQ,
952096,Apartments & Rental Homes:Affinity:Medium,A6,0.15,,,1713,,ra_XTmZvz21S26HulD1Zn1s8A_YdB_xzm4TeyMt2YDTLxbLw,
952097,Tennis:Affinity:Very Low,A6,0.15,,,1713,,ra_OEN1-o71Qa63ZfSkeWu1Ug_RgDvMKH2Qdy5FnR-k6BEiQ,
952098,Judaism:Magnitude:Medium,A6,0.15,,,1713,,rm_fYhqumy1TUe-RBCepknffg_14y9QztdTgqSaUmEfGzzog,
952099,Discount & Outlet Stores:Magnitude:Very Low,A6,0.15,,,1713,,rm_sEAIJROHQqqYIoIYLXeTkg_2o-ZPcHORMG7pZnTaVSB0g,
952100,Football:Affinity:Medium,A6,0.15,,,1713,,ra_SXkBbQRtQwmDEesv0ouUiQ_YdB_xzm4TeyMt2YDTLxbLw,
952101,French Cuisine:Affinity:Very Low,A6,0.15,,,1713,,ra_aFLxashHTqywyiiogSobPQ_RgDvMKH2Qdy5FnR-k6BEiQ,
952103,Cocktails/Beer:Magnitude:High,A6,0.15,,,1713,,rm_qybOl4omS22_VDZ6PJFIiQ_HbBnfPc-Snun2_8Vz8qNkA,
952104,Law Enforcement:Affinity:Medium,A6,0.15,,,1713,,ra_KRWv6cobTiOV84QM6ChKBA_YdB_xzm4TeyMt2YDTLxbLw,
952105,Handball:Magnitude:Low,A6,0.15,,,1713,,rm_PDSF6xz9TsuzqEkKIDng-w_gpA8hbroTD6y2z0JOYejeg,
952106,Space/Astronomy:Affinity:High,A6,0.15,,,1713,,ra_BFjGM0kMR_e4E9OOoCSr5w_w0roamdeTDapP5TpiLhvpA,
952107,Business Travel:Magnitude:High,A6,0.15,,,1713,,rm_NABMlctLTxKSSZl1zY5x_w_HbBnfPc-Snun2_8Vz8qNkA,
952108,Mexico & Central America:Affinity:High,A6,0.15,,,1713,,ra_s0BkU7y-TIiY1TttTJX3Ig_w0roamdeTDapP5TpiLhvpA,
952109,Chronic Pain:Magnitude:Very Low,A6,0.15,,,1713,,rm_8hTda1dxTqurcXvPQO9zAQ_2o-ZPcHORMG7pZnTaVSB0g,
952110,Horses:Affinity:High,A6,0.15,,,1713,,ra_JvB7fk2CTqS3kOItJD6isw_w0roamdeTDapP5TpiLhvpA,
952111,Financial Planning:Affinity:Very High,A6,0.15,,,1713,,ra_dV38cdHoSkKWy-J68xmxBA_Y7L8SsWjQNaxrPjRChvUjg,
952112,Mobile & Wireless:Magnitude:Medium,A6,0.15,,,1713,,rm_UAnIo-S4SlKoVqzi4L6-3g_14y9QztdTgqSaUmEfGzzog,
952113,Scientific Equipment:Affinity:High,A6,0.15,,,1713,,ra_1Q23bFF_TLu87gsW4Uft9A_w0roamdeTDapP5TpiLhvpA,
952114,Teaching & Classroom Resources:Magnitude:Very Low,A6,0.15,,,1713,,rm_byKgfNiHRRqRXRoKNOcN_Q_2o-ZPcHORMG7pZnTaVSB0g,
952115,Austria:Magnitude:Low,A6,0.15,,,1713,,rm_HB-TDC1ySnuvP12UacuBqA_gpA8hbroTD6y2z0JOYejeg,
952116,Luxury Goods:Magnitude:Low,A6,0.15,,,1713,,rm_94E1HcsKQXalVy9ITI9LXw_gpA8hbroTD6y2z0JOYejeg,
952117,Toshiba:Affinity:Very Low,A6,0.15,,,1713,,ra_F__WurkvS-a2pf_619WqPA_RgDvMKH2Qdy5FnR-k6BEiQ,
952118,Green Solutions:Affinity:High,A6,0.15,,,1713,,ra_UG5ji6-yS7SaEO_HCb6T9Q_w0roamdeTDapP5TpiLhvpA,
952119,Art/Technology:Magnitude:Low,A6,0.15,,,1713,,rm_VatpTdflRC6GrkiUxdgy8g_gpA8hbroTD6y2z0JOYejeg,
952120,Auctions:Magnitude:Medium,A6,0.15,,,1713,,rm_JTCtxVgzRS68pSRLb91BQw_14y9QztdTgqSaUmEfGzzog,
952121,Short-Term Loans & Cash Advances:Affinity:Very Low,A6,0.15,,,1713,,ra_nmmWxX3yTEyT-FjsLV6ogA_RgDvMKH2Qdy5FnR-k6BEiQ,
952122,Animation Software:Affinity:Medium,A6,0.15,,,1713,,ra_MOP9DQBWT4yyy_NnFSIaJQ_YdB_xzm4TeyMt2YDTLxbLw,
952123,Nail Care:Magnitude:Medium,A6,0.15,,,1713,,rm_KB7btp0CRmmOou9JFpiEBw_14y9QztdTgqSaUmEfGzzog,
952124,Dining Out:Magnitude:Very Low,A6,0.15,,,1713,,rm_NJB4nSAzT46qJ5JAMAImlg_2o-ZPcHORMG7pZnTaVSB0g,
952125,Open Source:Affinity:High,A6,0.15,,,1713,,ra_sW-oltnHRR25DFrQXun-CA_w0roamdeTDapP5TpiLhvpA,
952126,Jewelry:Magnitude:Medium,A6,0.15,,,1713,,rm_1MYKIa6IQoyGooDOILVXFA_14y9QztdTgqSaUmEfGzzog,
952127,Housing Markets:Affinity:Medium,A6,0.15,,,1713,,ra_sdoT0HqYQUig3cyTSUtJsw_YdB_xzm4TeyMt2YDTLxbLw,
952128,Society:Affinity:Very High,A6,0.15,,,1713,,ra_QmmyS9HARmWfDdyQVvsALQ_Y7L8SsWjQNaxrPjRChvUjg,
952129,Domestic Services:Affinity:Low,A6,0.15,,,1713,,ra_jFmp3Z4tRdGdxU4IKNBaAw_vq9g6QUjSuWWGS4KljFVaA,
952130,Vintage Cars:Affinity:Very Low,A6,0.15,,,1713,,ra_MjsaKOp-SeOa9KqVhj8Ipg_RgDvMKH2Qdy5FnR-k6BEiQ,
952131,Lincoln:Magnitude:Medium,A6,0.15,,,1713,,rm_9I77GP-LTSG5OZN-sB-aUg_14y9QztdTgqSaUmEfGzzog,
952132,Classifieds:Affinity:Very High,A6,0.15,,,1713,,ra_OVKJpj5SSFK0I_ao49BoJg_Y7L8SsWjQNaxrPjRChvUjg,
952133,Social Services:Magnitude:High,A6,0.15,,,1713,,rm_8fvDDDFbRkCTyj-uPPhAVg_HbBnfPc-Snun2_8Vz8qNkA,
952134,Camping:Affinity:Medium,A6,0.15,,,1713,,ra_eeyF4f-bSq6ed8heEpk-xg_YdB_xzm4TeyMt2YDTLxbLw,
952135,Marketing:Magnitude:Very Low,A6,0.15,,,1713,,rm_B8HvZyytTkep_rE1gVqV1A_2o-ZPcHORMG7pZnTaVSB0g,
952136,Insurance Industry News:Affinity:Medium,A6,0.15,,,1713,,ra_RBuuAwXGRFiK5vILzlRPQw_YdB_xzm4TeyMt2YDTLxbLw,
952137,Eldercare:Affinity:Very Low,A6,0.15,,,1713,,ra_xJEF3nw3QgOya5Qw5buJVQ_RgDvMKH2Qdy5FnR-k6BEiQ,
952138,Greece:Affinity:High,A6,0.15,,,1713,,ra_MPdDtjjFQImQem8l_FXI5Q_w0roamdeTDapP5TpiLhvpA,
952139,Supplements:Affinity:Low,A6,0.15,,,1713,,ra_dT0HdDSITSu8T_wm7Lvoiw_vq9g6QUjSuWWGS4KljFVaA,
952140,Screenwriting:Affinity:Very High,A6,0.15,,,1713,,ra_HLtKFkzWTsW_IIGxYf1ScA_Y7L8SsWjQNaxrPjRChvUjg,
952141,Mutual Funds:Magnitude:Low,A6,0.15,,,1713,,rm_6FWvOgH_S1q6NP3-0YWuGQ_gpA8hbroTD6y2z0JOYejeg,
952142,Heart Disease:Affinity:High,A6,0.15,,,1713,,ra_-t__3-TLSeiTheE5vsjvVQ_w0roamdeTDapP5TpiLhvpA,
952143,Homework/Study Tips:Affinity:Very Low,A6,0.15,,,1713,,ra_1_9ycDv4RsKZAPXwDbeaZg_RgDvMKH2Qdy5FnR-k6BEiQ,
952144,Financial Aid:Affinity:Medium,A6,0.15,,,1713,,ra_3l6Ae8PGTOq5LSiOfwyGLQ_YdB_xzm4TeyMt2YDTLxbLw,
952145,Trucks & Accessories:Affinity:Very High,A6,0.15,,,1713,,ra_gkKM0xFfSnWDZJxFqUYsQQ_Y7L8SsWjQNaxrPjRChvUjg,
952146,South Asian Cuisine:Magnitude:Medium,A6,0.15,,,1713,,rm_UNfGYl5HSSyMx_cx_eoB2Q_14y9QztdTgqSaUmEfGzzog,
952147,Birdwatching:Magnitude:Low,A6,0.15,,,1713,,rm_D7zseZORQwuQFkjAHKb1LQ_gpA8hbroTD6y2z0JOYejeg,
952148,Lexus:Magnitude:Low,A6,0.15,,,1713,,rm_aJgg3LVJRuWYorYUbF7mew_gpA8hbroTD6y2z0JOYejeg,
952149,Oil & Gas:Magnitude:High,A6,0.15,,,1713,,rm_vriZ_EROQYOxX9l6j5U-fA_HbBnfPc-Snun2_8Vz8qNkA,
952150,Bank-Owned & Foreclosed Properties:Magnitude:High,A6,0.15,,,1713,,rm_QFVmUbofS8Kx9d15OVQmzQ_HbBnfPc-Snun2_8Vz8qNkA,
952151,Football:Magnitude:Very Low,A6,0.15,,,1713,,rm_SXkBbQRtQwmDEesv0ouUiQ_2o-ZPcHORMG7pZnTaVSB0g,
952152,Mobile Phones:Magnitude:High,A6,0.15,,,1713,,rm_-iDLQHOVTFKAEyNEHT5-KA_HbBnfPc-Snun2_8Vz8qNkA,
952153,Dairy & Eggs:Affinity:Medium,A6,0.15,,,1713,,ra_Nu6wcLBeT_2xPBTygagteg_YdB_xzm4TeyMt2YDTLxbLw,
952154,Mexican Cuisine:Magnitude:Medium,A6,0.15,,,1713,,rm_ANZj20LEQ3qhoR2faNeflA_14y9QztdTgqSaUmEfGzzog,
952155,National Parks:Magnitude:High,A6,0.15,,,1713,,rm_F03lCGizRO2dRNRmk2JXfQ_HbBnfPc-Snun2_8Vz8qNkA,
952156,Scrubs:Magnitude:Very Low,A6,0.15,,,1713,,rm_emEDArnkRfiHzsLGEmYWnA_2o-ZPcHORMG7pZnTaVSB0g,
952157,Toys:Magnitude:Very Low,A6,0.15,,,1713,,rm_jOpZ2M3vS5GTcZlIb7FyPQ_2o-ZPcHORMG7pZnTaVSB0g,
952158,Poland:Affinity:Very High,A6,0.15,,,1713,,ra_poOlYguySoOx-fAUUTKMqQ_Y7L8SsWjQNaxrPjRChvUjg,
952159,Supplements:Magnitude:High,A6,0.15,,,1713,,rm_dT0HdDSITSu8T_wm7Lvoiw_HbBnfPc-Snun2_8Vz8qNkA,
952160,Windows:Magnitude:Very Low,A6,0.15,,,1713,,rm_fE9JdtNEQJ6CB_BgLeVCVQ_2o-ZPcHORMG7pZnTaVSB0g,
952161,Agriculture:Magnitude:Very High,A6,0.15,,,1713,,rm_9WrhQFUVQe2afMx4eB5l7A_otF5DbteQPye8DT9TfQqeQ,
952162,Web Clip Art:Affinity:Very Low,A6,0.15,,,1713,,ra_H9al4tfTS_afrK5lt_XC6A_RgDvMKH2Qdy5FnR-k6BEiQ,
952163,Cameras & Camcorders:Affinity:Medium,A6,0.15,,,1713,,ra_-Tdfi7uUShiVzWAfLUs6FA_YdB_xzm4TeyMt2YDTLxbLw,
952164,Shopping Portals & Search Engines:Magnitude:Medium,A6,0.15,,,1713,,rm_-v39d6Z8TA6ZdvBUVWY5RQ_14y9QztdTgqSaUmEfGzzog,
952165,Uncategorized:Magnitude:High,A6,0.15,,,1713,,rm_p1jvWeS1RtCt_vWC2pG_FA_HbBnfPc-Snun2_8Vz8qNkA,
952166,Mac Support:Magnitude:Very Low,A6,0.15,,,1713,,rm_TOIhsO-USWStVdpwb4XB4w_2o-ZPcHORMG7pZnTaVSB0g,
952167,France:Magnitude:Medium,A6,0.15,,,1713,,rm_AbkmFH5aRQi12QXV4cJ5CQ_14y9QztdTgqSaUmEfGzzog,
952168,Motherhood:Affinity:Medium,A6,0.15,,,1713,,ra_omUMHFWXTJWIJqessUfhlA_YdB_xzm4TeyMt2YDTLxbLw,
952169,Property Inspections & Appraisals:Affinity:Medium,A6,0.15,,,1713,,ra_KiU62AreQmq8lfYVOm0hrw_YdB_xzm4TeyMt2YDTLxbLw,
952170,Credit/Debit & Loans:Magnitude:High,A6,0.15,,,1713,,rm_l6WwrmjNQe6IXiYyViU23Q_HbBnfPc-Snun2_8Vz8qNkA,
952171,Forestry:Magnitude:High,A6,0.15,,,1713,,rm_SsXGbihwQhuHJdmBCpylAA_HbBnfPc-Snun2_8Vz8qNkA,
952172,Remodeling & Construction:Magnitude:Very High,A6,0.15,,,1713,,rm_PtFsdvwHTzabTqhsbK93sw_otF5DbteQPye8DT9TfQqeQ,
952173,FujiFilm:Affinity:High,A6,0.15,,,1713,,ra_5-8gyn1BTfiC98T-Ybmn6w_w0roamdeTDapP5TpiLhvpA,
952174,Cadillac:Affinity:Medium,A6,0.15,,,1713,,ra_Ersv6aCaStO6JxAbpC2kFw_YdB_xzm4TeyMt2YDTLxbLw,
952175,Real Estate Investment Trusts:Magnitude:Low,A6,0.15,,,1713,,rm_PbIRNSIXTQqY9fp3sc19eQ_gpA8hbroTD6y2z0JOYejeg,
952176,Gourmet & Speciality Foods:Magnitude:Low,A6,0.15,,,1713,,rm_gk5f4TAxTzyMruj_68sp1A_gpA8hbroTD6y2z0JOYejeg,
952177,Timeshares & Vacation Properties:Affinity:Very Low,A6,0.15,,,1713,,ra_iK4gFdE7SwCF7xfd_0LqeQ_RgDvMKH2Qdy5FnR-k6BEiQ,
952178,Mac Support:Affinity:Low,A6,0.15,,,1713,,ra_TOIhsO-USWStVdpwb4XB4w_vq9g6QUjSuWWGS4KljFVaA,
952179,Law Enforcement:Magnitude:Low,A6,0.15,,,1713,,rm_KRWv6cobTiOV84QM6ChKBA_gpA8hbroTD6y2z0JOYejeg,
952180,Climbing:Affinity:Medium,A6,0.15,,,1713,,ra_oY9V_7h-Sq67myTuaSFswg_YdB_xzm4TeyMt2YDTLxbLw,
952181,Pro Basketball:Affinity:High,A6,0.15,,,1713,,ra_ujXJxvBmRzmTRaMQBEyEHA_w0roamdeTDapP5TpiLhvpA,
952182,Barbecues & Grilling:Affinity:Very Low,A6,0.15,,,1713,,ra_n-GgroWPTdyIRnG5dz0hXg_RgDvMKH2Qdy5FnR-k6BEiQ,
952183,Science:Magnitude:Medium,A6,0.15,,,1713,,rm_iQw9xuEGQWyy1mlTg4Mabg_14y9QztdTgqSaUmEfGzzog,
952184,Law Enforcement:Magnitude:Very Low,A6,0.15,,,1713,,rm_KRWv6cobTiOV84QM6ChKBA_2o-ZPcHORMG7pZnTaVSB0g,
952185,Christianity:Magnitude:Very High,A6,0.15,,,1713,,rm_EQST5TfySxemW1mN5AQoxw_otF5DbteQPye8DT9TfQqeQ,
952186,Drama Films:Affinity:Very High,A6,0.15,,,1713,,ra_9-bPyYzaTkiq87QmzoYoBw_Y7L8SsWjQNaxrPjRChvUjg,
952187,Youth Camps:Magnitude:Very Low,A6,0.15,,,1713,,rm_g_2r-OHmSuyjlsKZS-R-vg_2o-ZPcHORMG7pZnTaVSB0g,
952188,Mobile OS:Magnitude:Low,A6,0.15,,,1713,,rm_eIu3vc5vT8iRRoubnh_6pQ_gpA8hbroTD6y2z0JOYejeg,
952189,Mass Merchants & Department Stores:Affinity:Very High,A6,0.15,,,1713,,ra_s_tI7HKrRdeV4w76dZ0YtA_Y7L8SsWjQNaxrPjRChvUjg,
952190,Hobbies & Interests:Affinity:High,A6,0.15,,,1713,,ra_z7YOhvNjR9mX78lMdAgwtA_w0roamdeTDapP5TpiLhvpA,
952191,Beauty:Affinity:Very Low,A6,0.15,,,1713,,ra_kg2MFfPYTnmPlL32AavSfg_RgDvMKH2Qdy5FnR-k6BEiQ,
952192,Mac Support:Affinity:Very High,A6,0.15,,,1713,,ra_TOIhsO-USWStVdpwb4XB4w_Y7L8SsWjQNaxrPjRChvUjg,
952193,Military:Magnitude:High,A6,0.15,,,1713,,rm_30zPAuJDSpaL3Hh3d2ccrA_HbBnfPc-Snun2_8Vz8qNkA,
952194,Socially Responsible Investing:Magnitude:Very High,A6,0.15,,,1713,,rm_w9la0zAERyu_dwhz-JsC9g_otF5DbteQPye8DT9TfQqeQ,
952195,Discount & Outlet Stores:Affinity:Very Low,A6,0.15,,,1713,,ra_sEAIJROHQqqYIoIYLXeTkg_RgDvMKH2Qdy5FnR-k6BEiQ,
952196,Face & Body Care:Magnitude:Very Low,A6,0.15,,,1713,,rm_TBG7rq7dQ8ihQfBT_XTO-A_2o-ZPcHORMG7pZnTaVSB0g,
952197,Thyroid Disease:Affinity:Very Low,A6,0.15,,,1713,,ra_Ja8UKtchSJ6z8j6NG0jWyA_RgDvMKH2Qdy5FnR-k6BEiQ,
952198,American Cuisine:Magnitude:Low,A6,0.15,,,1713,,rm_f1QK_m0IS9qHSi2jgTWrFQ_gpA8hbroTD6y2z0JOYejeg,
952199,Genealogy:Magnitude:Very High,A6,0.15,,,1713,,rm_671r-w89SR-BorPSCyvCxA_otF5DbteQPye8DT9TfQqeQ,
952200,HVAC & Climate Control:Affinity:Very Low,A6,0.15,,,1713,,ra_TgSKCwQnQX6-YXDXFO5juQ_RgDvMKH2Qdy5FnR-k6BEiQ,
952201,Vegan:Magnitude:Low,A6,0.15,,,1713,,rm_BWLcHbJaSSGXsz_GQz-n-A_gpA8hbroTD6y2z0JOYejeg,
952202,Beadwork:Affinity:Medium,A6,0.15,,,1713,,ra_O7S5X0TNRxubFCe5dIC8XA_YdB_xzm4TeyMt2YDTLxbLw,
952203,Sports Memorabilia:Affinity:High,A6,0.15,,,1713,,ra_rTUSAdyDTi2tvT1S2AAJvQ_w0roamdeTDapP5TpiLhvpA,
952204,World Soccer:Magnitude:High,A6,0.15,,,1713,,rm_k51OU0VjTUO_UTDPgM1erg_HbBnfPc-Snun2_8Vz8qNkA,
952205,Babies & Toddlers:Affinity:Low,A6,0.15,,,1713,,ra_GkRcm9S4Tgi-LPn2Zg_QAA_vq9g6QUjSuWWGS4KljFVaA,
952206,Delicatessens:Magnitude:Very Low,A6,0.15,,,1713,,rm_ice0TH2hSXuWgGDOYVb27Q_2o-ZPcHORMG7pZnTaVSB0g,
952207,Ear Nose & Throat:Magnitude:Very Low,A6,0.15,,,1713,,rm_n_2n6xaPTRaGg_r94Wj2RQ_2o-ZPcHORMG7pZnTaVSB0g,
952208,Root:Affinity:Medium,A6,0.15,,,1713,,ra_WtPgMk2IRHuWC7KLRTmVdQ_YdB_xzm4TeyMt2YDTLxbLw,
952209,Sigma:Magnitude:Medium,A6,0.15,,,1713,,rm_CXonv6BBR3WeuPx3tu66FA_14y9QztdTgqSaUmEfGzzog,
952210,Fun & Trivia:Magnitude:Low,A6,0.15,,,1713,,rm_ztKONCsZTeShFl1P-i2kxg_gpA8hbroTD6y2z0JOYejeg,
952211,Property Development:Affinity:Low,A6,0.15,,,1713,,ra_Y7CmgoSoQFeUDgdXuEKubA_vq9g6QUjSuWWGS4KljFVaA,
952212,Apparel:Affinity:Medium,A6,0.15,,,1713,,ra_RprdL_OtTe2dsk2WL_QBWQ_YdB_xzm4TeyMt2YDTLxbLw,
952213,Industrial Materials & Equipment:Magnitude:Medium,A6,0.15,,,1713,,rm_L4O8QZi2SYG_O3kXwpXC6Q_14y9QztdTgqSaUmEfGzzog,
952214,Volvo:Affinity:Medium,A6,0.15,,,1713,,ra_2EbWRq5lRoyhwmPJ7-1YpQ_YdB_xzm4TeyMt2YDTLxbLw,
952215,Home & Garden:Magnitude:Very High,A6,0.15,,,1713,,rm_v6BmwE_nQK-qcH-p77QkRw_otF5DbteQPye8DT9TfQqeQ,
952216,Minolta:Magnitude:High,A6,0.15,,,1713,,rm_n3ov61NeTwCOqquZ8ejSZA_HbBnfPc-Snun2_8Vz8qNkA,
952217,Telecommuting:Magnitude:Very Low,A6,0.15,,,1713,,rm_siegu4tdT7SCHdEEMXFJtA_2o-ZPcHORMG7pZnTaVSB0g,
952218,Marriage:Magnitude:Very Low,A6,0.15,,,1713,,rm_XFkfsY8pT_ao4jvKS6pLBQ_2o-ZPcHORMG7pZnTaVSB0g,
952219,Work At Home Jobs:Magnitude:Very Low,A6,0.15,,,1713,,rm_hnpMea-4ReO20FMYxZmhmw_2o-ZPcHORMG7pZnTaVSB0g,
952220,Australia & New Zealand:Affinity:Very High,A6,0.15,,,1713,,ra_8JZuAI2mQfalj3vBYWZuew_Y7L8SsWjQNaxrPjRChvUjg,
952221,Martial Arts:Affinity:Very Low,A6,0.15,,,1713,,ra_2MH3RWwaToaFLesIkwkTKg_RgDvMKH2Qdy5FnR-k6BEiQ,
952222,Pediatrics:Magnitude:Medium,A6,0.15,,,1713,,rm_KSe56y6DRXOz-kdlRTS2oQ_14y9QztdTgqSaUmEfGzzog,
952223,Children's Literature:Magnitude:High,A6,0.15,,,1713,,rm_f6qeLV63RkWdpbbsUSuqvQ_HbBnfPc-Snun2_8Vz8qNkA,
952224,Mutual Funds:Affinity:Low,A6,0.15,,,1713,,ra_6FWvOgH_S1q6NP3-0YWuGQ_vq9g6QUjSuWWGS4KljFVaA,
952225,Bookkeeping:Magnitude:Low,A6,0.15,,,1713,,rm_y5KR6juNR9y3T3KzRCC9Fw_gpA8hbroTD6y2z0JOYejeg,
952226,Antiques & Collectibles:Magnitude:Low,A6,0.15,,,1713,,rm_E9MuYLMBRtarEAMf3Fuaaw_gpA8hbroTD6y2z0JOYejeg,
952227,Documentary Films:Magnitude:Very Low,A6,0.15,,,1713,,rm_CNv_3WdPT9iQGVpfHpTZ1A_2o-ZPcHORMG7pZnTaVSB0g,
952228,Mathematics:Affinity:Low,A6,0.15,,,1713,,ra_qd3MPXGGSVmSGesquNtxpw_vq9g6QUjSuWWGS4KljFVaA,
952229,Headwear:Affinity:Very Low,A6,0.15,,,1713,,ra_wKKt-MFqS8yLaacGEc7caw_RgDvMKH2Qdy5FnR-k6BEiQ,
952230,Event Ticket Sales:Magnitude:Medium,A6,0.15,,,1713,,rm_-mTwkP5rTz6_Ts8jUVZ0gA_14y9QztdTgqSaUmEfGzzog,
952231,Mac OS:Magnitude:Very High,A6,0.15,,,1713,,rm_SfDus1hVRamu-jaNfoeJfg_otF5DbteQPye8DT9TfQqeQ,
952232,Dairy & Eggs:Affinity:Very High,A6,0.15,,,1713,,ra_Nu6wcLBeT_2xPBTygagteg_Y7L8SsWjQNaxrPjRChvUjg,
952233,U.S. Military:Affinity:Medium,A6,0.15,,,1713,,ra_pynuKKirTbKtx1mN9X6NqQ_YdB_xzm4TeyMt2YDTLxbLw,
952234,Health Conditions:Affinity:High,A6,0.15,,,1713,,ra__n9DIHKXQxmKYnISC_0xfA_w0roamdeTDapP5TpiLhvpA,
952235,Delicatessens:Affinity:Medium,A6,0.15,,,1713,,ra_ice0TH2hSXuWgGDOYVb27Q_YdB_xzm4TeyMt2YDTLxbLw,
952236,Chronic Fatigue Syndrome:Magnitude:Very High,A6,0.15,,,1713,,rm_VNwNBC4kRu6pE2ZLOQRUdw_otF5DbteQPye8DT9TfQqeQ,
952237,Baby Food & Formula:Magnitude:Very High,A6,0.15,,,1713,,rm_I7VZ6iDvTPOQcUox2haFEA_otF5DbteQPye8DT9TfQqeQ,
952238,Ear Nose & Throat:Affinity:Very Low,A6,0.15,,,1713,,ra_n_2n6xaPTRaGg_r94Wj2RQ_RgDvMKH2Qdy5FnR-k6BEiQ,
952239,Science Fiction & Fantasy Literature:Magnitude:Low,A6,0.15,,,1713,,rm_mvvHYcFoRJ6I5v9g0W8k2A_gpA8hbroTD6y2z0JOYejeg,
952240,Adoption:Magnitude:Medium,A6,0.15,,,1713,,rm_LKsvDlM5Rb-8HH-cTVc5oA_14y9QztdTgqSaUmEfGzzog,
952241,Business Software:Magnitude:Very High,A6,0.15,,,1713,,rm_gNj5iEwnR_mJidMFrw852w_otF5DbteQPye8DT9TfQqeQ,
952242,Birds:Affinity:Medium,A6,0.15,,,1713,,ra_Y2xDROplTRuu8IzDUvXOkQ_YdB_xzm4TeyMt2YDTLxbLw,
952243,Tesla:Affinity:Very Low,A6,0.15,,,1713,,ra_NxsS6T8RRcuhXQ0OmvBFWg_RgDvMKH2Qdy5FnR-k6BEiQ,
952244,Pregnancy:Magnitude:Medium,A6,0.15,,,1713,,rm_gKrKynaGRZi9LrxgnfA47g_14y9QztdTgqSaUmEfGzzog,
952245,Family Internet:Magnitude:Low,A6,0.15,,,1713,,rm_HwEuSgpdSyqeFJZlN7d4GQ_gpA8hbroTD6y2z0JOYejeg,
952246,Home Financing:Magnitude:Very Low,A6,0.15,,,1713,,rm_8mmas0xcRUiBgVuQgeBTRg_2o-ZPcHORMG7pZnTaVSB0g,
952247,Service Providers:Magnitude:High,A6,0.15,,,1713,,rm_PnOXMwAnRV2symuKgSrl1Q_HbBnfPc-Snun2_8Vz8qNkA,
952248,Asia:Affinity:Very Low,A6,0.15,,,1713,,ra_WQKzmqZyQFiAhCKxXKDY2w_RgDvMKH2Qdy5FnR-k6BEiQ,
952249,Adventure Travel:Magnitude:Very Low,A6,0.15,,,1713,,rm_rknU0KRfSn6Arj9_UOVDnw_2o-ZPcHORMG7pZnTaVSB0g,
952250,Freshwater Fishing:Magnitude:High,A6,0.15,,,1713,,rm_VQ5M9YeETZyLeoL3rB3w4g_HbBnfPc-Snun2_8Vz8qNkA,
